hs1	881422	893538	8.50
hs1	976526	979935	5.67
hs1	980056	983504	6.30
hs1	984488	988409	6.93
hs1	988754	990808	6.61
hs1	1035730	1037446	4.02
hs1	1047910	1049391	4.72
hs1	1158019	1159535	5.67
hs1	1160011	1162078	5.67
hs1	1162752	1165023	6.61
hs1	1188108	1192758	7.24
hs1	1196054	1202257	6.61
hs1	1205854	1207251	5.04
hs1	1246357	1251002	6.61
hs1	1251208	1252687	5.67
hs1	1271373	1275382	6.30
hs1	1276154	1277388	5.04
hs1	1307971	1309735	6.18
hs1	1320763	1331890	8.82
hs1	1332038	1333674	6.80
hs1	1335765	1338307	6.61
hs1	1339240	1341822	8.19
hs1	1408680	1410318	4.64
hs1	1411994	1413958	7.56
hs1	1414394	1415555	5.35
hs1	1416933	1420231	7.87
hs1	1422502	1429593	8.66
hs1	1430178	1431998	5.67
hs1	1440979	1442893	4.72
hs1	1452959	1454200	5.98
hs1	1455001	1456882	5.67
hs1	1462373	1467264	9.13
hs1	1476060	1480800	5.35
hs1	1482292	1483773	5.98
hs1	1495294	1502727	11.65
hs1	1504508	1506621	5.67
hs1	1582251	1588843	10.08
hs1	1596241	1598612	7.56
hs1	1646852	1654128	8.22
hs1	1683835	1690106	6.30
hs1	1691216	1694590	5.35
hs1	1695438	1697808	5.04
hs1	1697847	1700797	6.30
hs1	1702544	1705081	8.82
hs1	1803607	1808674	8.50
hs1	1809838	1811850	5.35
hs1	2183283	2186727	4.72
hs1	2236980	2238967	5.04
hs1	2324664	2327240	5.98
hs1	2330004	2332164	5.04
hs1	2441784	2443513	4.72
hs1	2449238	2450794	7.87
hs1	2450840	2453512	5.98
hs1	3699815	3705122	7.24
hs1	3752937	3756126	8.19
hs1	3805902	3808451	7.87
hs1	5939488	5940869	5.67
hs1	5986455	5987996	4.41
hs1	6005670	6006991	5.04
hs1	6036003	6037815	5.04
hs1	6244392	6246605	6.93
hs1	6246663	6258538	7.87
hs1	6270320	6273507	5.04
hs1	6282488	6287216	7.87
hs1	6288981	6292492	5.67
hs1	6521565	6523477	6.30
hs1	6584700	6587124	5.98
hs1	6589562	6594849	5.95
hs1	6595933	6597930	5.35
hs1	6600599	6602195	5.35
hs1	6603004	6605983	6.61
hs1	6606051	6611049	6.61
hs1	6648871	6650205	5.67
hs1	6652182	6655083	5.67
hs1	6655161	6660358	8.50
hs1	6676469	6682876	5.98
hs1	6688063	6689344	5.35
hs1	6693710	6701443	5.98
hs1	6704209	6706990	5.67
hs1	6710485	6714734	6.93
hs1	6714817	6716321	4.72
hs1	6722220	6726429	6.93
hs1	6726705	6728281	4.72
hs1	6735417	6741303	7.56
hs1	6870435	6871715	5.04
hs1	6912106	6915053	5.67
hs1	7836724	7839300	5.98
hs1	7839923	7841528	4.72
hs1	7849096	7851610	7.56
hs1	7872909	7874744	5.67
hs1	7898187	7900180	4.72
hs1	8022871	8033598	11.97
hs1	8035564	8040211	6.61
hs1	8042149	8047177	7.33
hs1	8072728	8074993	5.98
hs1	8417573	8419588	6.30
hs1	8496634	8498428	4.04
hs1	8507179	8509821	6.61
hs1	8514385	8516320	5.77
hs1	8520546	8523393	5.79
hs1	8554412	8557135	7.42
hs1	8599357	8601161	6.80
hs1	8603228	8606081	8.66
hs1	8613373	8616932	6.30
hs1	8653069	8654706	6.30
hs1	8693155	8694689	5.35
hs1	8918819	8938239	11.34
hs1	9234464	9236391	6.93
hs1	9415068	9417058	5.35
hs1	9615126	9616896	5.88
hs1	9616994	9618402	4.72
hs1	9623646	9624995	5.35
hs1	9631231	9632479	5.35
hs1	9636783	9638325	4.95
hs1	9656429	9659786	5.04
hs1	9659796	9665674	5.67
hs1	9671947	9673658	4.09
hs1	9780836	9785519	9.76
hs1	9790121	9792310	5.67
hs1	9792479	9795927	6.61
hs1	9795963	9797125	4.41
hs1	9798692	9800015	5.04
hs1	9800030	9804952	6.93
hs1	9808560	9810523	6.61
hs1	9813370	9815507	5.98
hs1	10096458	10098744	6.61
hs1	10109981	10111798	6.93
hs1	10139890	10141321	5.04
hs1	10161667	10167382	9.76
hs1	10179080	10182645	5.67
hs1	10189067	10190696	5.04
hs1	10195848	10197612	4.72
hs1	10224636	10227652	5.67
hs1	10231776	10233293	6.30
hs1	10327095	10328664	5.35
hs1	10353621	10355419	4.95
hs1	10362151	10365168	6.93
hs1	10396889	10398334	5.26
hs1	10460691	10465673	8.19
hs1	10465852	10473870	7.56
hs1	10473973	10476097	5.35
hs1	10476762	10478636	4.72
hs1	10479121	10481211	5.67
hs1	10516470	10519721	7.24
hs1	10521026	10524188	6.30
hs1	10524190	10527123	6.30
hs1	10527552	10530840	8.19
