mm1	4493107	4493525	5.06609
mm1	4688802	4688983	-0.568843
mm1	4776384	4776564	-5.36807
mm1	4781464	4782094	0.561286
mm1	4783952	4784223	0.149091
mm1	4784522	4785739	-5.91886
mm1	4857813	4858114	-5.57289
mm1	4858471	4889467	-4.51728
mm1	4867487	4886770	-4.51096
mm1	4880478	4880651	4.69488
mm1	4892049	4894946	-4.56071
mm1	5309177	5309507	-5.44956
mm1	6438506	6438687	7.97728
mm1	6916915	6923588	4.92125
mm1	7120286	7120496	-7.56224
mm1	7169611	7169852	-6.26679
mm1	9545437	9546802	0.76833
mm1	9724470	9724801	1.67047
mm1	9747601	9747932	-0.513902
mm1	9747677	9747946	-0.468553
mm1	9748021	9748382	-0.525129
mm1	9748034	9748363	-0.945283
mm1	10035065	10037361	-4.64386
mm1	10037659	10037929	0.560826
mm1	10066573	10066783	-5.71149
mm1	10695353	10695556	-5.79701
mm1	12836086	12836297	-5.47249
mm1	12841443	12842823	0.157852
mm1	12852443	12859844	0.47468
mm1	13125432	13127163	-6.02015
mm1	13148347	13148943	-5.37156
mm1	13162093	13164516	-5.10852
mm1	13174106	13174797	-0.300395
mm1	13174855	13175156	-5.47573
mm1	13581068	13589880	-0.309227
mm1	13626223	13626403	-4.56682
mm1	13650832	13660456	5.25927
mm1	14753999	14754445	-7.49185
mm1	14754652	14755515	-7.97728
mm1	14755244	14755514	-7.56224
mm1	14865666	14865905	-5.23266
mm1	15805645	15807658	-4.91169
mm1	15819064	15819811	-4.73335
mm1	15831547	15843155	-5.56986
mm1	16102848	16102969	-4.54226
mm1	16103147	16104197	-0.305908
mm1	16105773	16106283	-0.10497
mm1	16645728	16646945	-5.03122
mm1	20803175	20805482	-0.715073
mm1	20805748	20806878	-0.490672
mm1	21000419	21000719	-6.41447
mm1	23369864	23370164	-6.49665
mm1	23848272	23848481	-0.350421
mm1	23848288	23848469	-0.435953
mm1	23853491	23871454	-0.286175
mm1	24594116	24594532	0.484717
mm1	24594828	24595037	-2.07521
mm1	24595244	24595423	5.15381
mm1	29485080	29485289	-0.292451
mm1	30803658	30804499	-1.18133
mm1	30804798	30805219	-0.325136
mm1	30805518	30805819	-0.962564
mm1	30811864	30813244	-7.07682
mm1	30813968	30815402	-5.66107
mm1	30829858	30830279	-6.32912
mm1	30830788	30831179	-0.331594
mm1	30943018	30943287	-5.91169
mm1	30946307	30946637	-0.434676
mm1	31615267	31615801	-0.178635
mm1	32486083	32486380	6.07039
mm1	33453959	33454200	-5.59096
mm1	33668981	33669765	5.56377
mm1	33739363	33739633	5.52982
mm1	33745933	33746473	6.17991
mm1	33746592	33748453	5.72247
mm1	33776278	33776549	-5.89482
mm1	33776848	33777329	-5.96578
mm1	33813731	33814535	6.14771
mm1	33836480	33836718	-0.0191088
mm1	34163022	34163233	-4.76553
mm1	34164132	34164493	-6.23649
mm1	34165002	34165213	-5.37504
mm1	34165362	34167288	-5.38198
mm1	34166863	34169150	-5.20163
mm1	34169219	34169828	-4.89239
mm1	34169238	34178212	-6.20359
mm1	34171175	34172319	-0.643133
mm1	34177876	34178356	-6.20359
mm1	34178467	34178888	-6.32912
mm1	34179847	34180477	-6.32912
mm1	34184037	34189023	-6.24793
mm1	34189322	34190013	-5.64962
mm1	34190162	34190703	-5.53605
mm1	34190822	34192143	-6.01123
mm1	34192382	34193441	-5.76818
mm1	34195959	34198593	-4.76553
mm1	34199312	34201374	0.276623
mm1	34202612	34212510	-4.71699
mm1	34218450	34219420	-4.56682
mm1	34225622	34227813	-1.39079
mm1	34228442	34242625	-1.09866
mm1	34237663	34237871	7.82018
mm1	34247801	34249840	-0.126281
mm1	34251889	34252973	-0.407397
mm1	34256646	34260332	-5.55459
mm1	34262133	34266857	-4.72792
mm1	34266916	34270618	-4.62059
mm1	34270737	34271427	-5.66107
mm1	34270741	34271069	-5.56377
mm1	34274170	34275247	-4.74416
mm1	34275828	34282582	-6.04002
mm1	34287195	34287945	-4.51096
mm1	34290379	34291859	-4.79701
mm1	34307340	34307641	0.0818125
mm1	34308030	34308331	-5.23649
mm1	34417481	34417986	-5.99095
mm1	34438852	34439313	-0.346957
mm1	34439774	34444730	-5.45943
mm1	34439970	34440240	0.765162
mm1	34442511	34443062	0.1264
mm1	34444391	34444721	-4.83794
mm1	34471665	34473029	5.56377
mm1	34472754	34473679	4.92125
mm1	34537367	34544224	4.97269
mm1	34543967	34544205	5.39917
mm1	34587388	34587778	8.31741
