mm1	4493107	4493585	5.24793
mm1	4688802	4688983	-0.334721
mm1	4776384	4776564	-5.36807
mm1	4781464	4781944	0.464713
mm1	4783952	4784223	-0.166294
mm1	4784522	4785739	0.123104
mm1	4857813	4858114	-5.57289
mm1	4858471	4889467	-4.51728
mm1	4867487	4886770	-4.51096
mm1	4880335	4880565	4.89724
mm1	4892049	4894946	-4.56071
mm1	4912539	4922614	6.96578
mm1	5309177	5309507	-5.44956
mm1	7120286	7120496	-7.56224
mm1	7169611	7169852	-6.26679
mm1	9545437	9546802	0.178706
mm1	9724470	9724771	0.67047
mm1	9747511	9748262	-0.351202
mm1	9747677	9748274	0.244734
mm1	10035065	10037361	-4.64386
mm1	10037659	10037929	-0.0531929
mm1	10066573	10066783	-5.71149
mm1	10695353	10695556	0.343954
mm1	12836086	12836297	-5.47249
mm1	12841443	12842823	0.692092
mm1	12848365	12850916	4.8679
mm1	12852473	12859604	0.405639
mm1	13125432	13127163	-6.02015
mm1	13148347	13148943	-5.37156
mm1	13162093	13164516	-5.10852
mm1	13167015	13174916	1.31104
mm1	13589611	13589880	0.132857
mm1	13626223	13626403	-4.56682
mm1	14753999	14754445	-7.49185
mm1	14754652	14755515	-7.97728
mm1	14755244	14755514	-7.56224
mm1	14865666	14865905	-5.23266
mm1	15805645	15807658	-4.91169
mm1	15819064	15819811	-4.73335
mm1	15833441	15842975	-0.447459
mm1	16102848	16102969	-4.54226
mm1	16103147	16104197	-0.174856
mm1	16105773	16106163	-1.68925
mm1	16645728	16646945	-5.03122
mm1	20803175	20803385	-0.707691
mm1	20803533	20805482	-0.261976
mm1	20805719	20806818	1.44988
mm1	21000419	21000719	-6.41447
mm1	21001166	21001316	7.73471
mm1	23369774	23370224	0.339591
mm1	23382841	23383051	8.08746
mm1	23848288	23848499	-0.646038
mm1	23848302	23848511	-0.434485
mm1	23853462	23869961	-0.218865
mm1	24594205	24594473	-0.278513
mm1	24594828	24595037	-1.77957
mm1	29485050	29485289	1.3611
mm1	30803748	30804289	-0.267585
mm1	30804738	30805009	-0.126197
mm1	30805518	30805909	-0.529167
mm1	30811864	30813244	-7.07682
mm1	30813968	30815402	-5.66107
mm1	30829918	30830189	-0.430871
mm1	30830878	30831119	-0.969024
mm1	30943018	30943258	-0.758242
mm1	30946367	30949023	-0.740332
mm1	31615385	31615742	-0.284847
mm1	33454049	33454200	-0.663475
mm1	33739363	33739573	5.64386
mm1	33745933	33746353	6.05745
mm1	33746892	33748423	5.20555
mm1	33776278	33776549	-5.89482
mm1	33776848	33777329	-5.96578
mm1	33836480	33836718	-0.185432
mm1	34163022	34163233	-4.76553
mm1	34164132	34164493	-6.23649
mm1	34165002	34165213	-5.37504
mm1	34165362	34167288	-5.38198
mm1	34166863	34169150	-5.20163
mm1	34169219	34169828	-4.89239
mm1	34169238	34178212	-6.20359
mm1	34171115	34178378	-6.46434
mm1	34177876	34178356	-6.20359
mm1	34178467	34178888	-6.32912
mm1	34179847	34180477	-6.32912
mm1	34188482	34188963	0.0858778
mm1	34189322	34190013	-5.64962
mm1	34190162	34190703	-5.53605
mm1	34190822	34192143	-6.01123
mm1	34192382	34193441	-5.76818
mm1	34195959	34198593	-4.76553
mm1	34199432	34201374	0.236625
mm1	34202612	34212510	-4.71699
mm1	34218450	34219420	-4.56682
mm1	34225652	34227813	-0.416669
mm1	34247801	34249870	-0.212806
mm1	34251829	34253003	0.519671
mm1	34256646	34260332	-5.55459
mm1	34262133	34266857	-4.72792
mm1	34266916	34270618	-4.62059
mm1	34270737	34271427	-5.66107
mm1	34270741	34271069	-5.56377
mm1	34274170	34275247	-4.74416
mm1	34278028	34282492	-0.832055
mm1	34287195	34287945	-4.51096
mm1	34290379	34291859	-4.79701
mm1	34307370	34307581	0.332644
mm1	34308030	34308331	-5.23649
mm1	34417600	34417956	0.127834
mm1	34438852	34439313	-0.16109
mm1	34439774	34444730	-5.45943
mm1	34440000	34440240	0.450198
mm1	34442481	34443062	-0.0210105
mm1	34444361	34444631	-0.250543
mm1	34471724	34473029	5.59096
mm1	34472784	34473589	5.20555
mm1	34587209	34587987	6.6865
mm1	34589151	34589630	7.47573
mm1	34816727	34816968	-0.718062
mm1	36068998	36101774	-5.35403
mm1	36103510	36104529	-0.0618393
mm1	36104708	36104889	-2.37327
mm1	36105383	36106297	-0.403897
mm1	36105427	36105607	-4.94486
mm1	36105996	36106296	-0.504589
mm1	36143948	36146118	0.721597
mm1	36202873	36208176	-7.02237
mm1	36234848	36244305	1.48631
mm1	36244047	36244311	2.02135
mm1	36316172	36316383	-8.67243
mm1	36318560	36319469	-7.63662
mm1	36320368	36320519	-6.96578
mm1	36335879	36336179	-0.189547
mm1	36345013	36346022	5.05311
mm1	36347268	36348965	-0.536382
mm1	36423933	36424353	5.2555
mm1	36511896	36512257	0.83068
mm1	36512676	36518632	-0.321928
mm1	36524083	36525357	-5.85798
mm1	36526916	36527157	5.18587
mm1	36539296	36539476	-5.31832
mm1	36539309	36539429	-6.01123
mm1	36549205	36550279	6.6865
mm1	36551999	36552371	5.0268
mm1	36556059	36556931	5.32193
mm1	36557473	36558349	6.40769
mm1	36557700	36558386	7.14975
mm1	36558623	36559071	6.51412
mm1	36660828	36683153	-6.3505
mm1	36691543	36691782	0.109347
mm1	36692139	36693323	-0.630119
mm1	36698531	36698682	4.39232
mm1	36698830	36699040	4.67807
mm1	36699786	36700026	-5.20163
mm1	36792640	36792850	-5.63227
mm1	36792999	36794198	0.0143553
mm1	36796323	36801066	-5.45943
mm1	36801845	36808377	-0.0342157
mm1	36939248	36939718	0.187408
mm1	37420322	37420563	0.004707
mm1	37430168	37431444	-0.183641
mm1	37624793	37625451	7.26679
mm1	37897681	37898386	-5.43296
mm1	37993991	37994232	-1.01348
mm1	37995608	37995818	5.18587
mm1	37998099	38018997	0.944986
mm1	38019206	38033139	-0.329308
mm1	38033976	38037303	-0.294846
mm1	38051749	38051959	-5.61765
mm1	38088172	38088532	1.28527
mm1	38208006	38209947	5.66676
mm1	38210006	38210455	6.63952
mm1	38534961	38535440	5.25172
mm1	38988030	38995199	-1.88245
mm1	38995873	38996341	-0.300579
mm1	39368049	39370118	-4.48543
mm1	39372093	39372433	-6.5345
mm1	39372209	39372689	-6.63517
mm1	39535797	39536337	-0.374978
mm1	39546558	39546739	-0.615717
mm1	39551803	39552043	5.62059
mm1	39551824	39552002	5.77083
mm1	39986675	39999683	-0.788496
mm1	39999831	40003892	-0.787815
mm1	40009699	40013944	-1.50553
mm1	40024633	40025232	-0.764324
mm1	40238799	40239070	6.96578
mm1	42903384	42905623	-4.57894
mm1	43051679	43051950	5.49185
