hs1	884459	893223	7.88
hs1	1196182	1200465	6.93
hs1	1251189	1255386	8.51
hs1	1320389	1334341	12.29
hs1	1335936	1342273	13.87
hs1	1411767	1414207	8.19
hs1	1417773	1419964	8.82
hs1	1422688	1429540	8.82
hs1	1496306	1501862	9.72
hs1	1584193	1588827	8.47
hs1	1647187	1653803	10.08
hs1	1690975	1694729	6.93
hs1	1700874	1705042	13.24
hs1	1744098	1751273	9.45
hs1	1751759	1757139	9.77
hs1	1761631	1765819	6.93
hs1	1766198	1771374	6.30
hs1	1804074	1811927	9.45
hs1	2077575	2080705	6.93
hs1	2234428	2240143	6.62
hs1	3542047	3546548	7.56
hs1	3695911	3700350	7.56
hs1	3700464	3704127	7.88
hs1	3748157	3751044	6.93
hs1	3805399	3808277	6.93
hs1	6244993	6259100	11.35
hs1	6282302	6290495	6.77
hs1	6290616	6295175	7.88
hs1	6587513	6593960	8.82
hs1	6602949	6611188	7.56
hs1	6650211	6660927	9.14
hs1	6676238	6682997	8.19
hs1	6697097	6701438	5.67
hs1	6703786	6707022	5.99
hs1	6734815	6741696	5.02
hs1	7805184	7809305	5.67
hs1	7832495	7841612	8.82
hs1	7847774	7853214	7.88
hs1	8022396	8034442	8.51
hs1	8035157	8046772	7.28
hs1	8069796	8086738	20.80
hs1	8471985	8482621	7.25
hs1	8550807	8558755	7.25
hs1	8564883	8569704	5.90
hs1	8596084	8607786	7.88
hs1	8613195	8618202	7.25
hs1	8704173	8710821	8.19
hs1	8711789	8716791	6.30
hs1	8918038	8938799	16.11
hs1	9207398	9213971	5.99
hs1	9219057	9222898	6.30
hs1	9226507	9230106	6.93
hs1	9232672	9241639	7.40
hs1	9613856	9624731	11.98
hs1	9626160	9637879	8.92
hs1	9638153	9644282	7.56
hs1	9781544	9785442	7.56
hs1	9790256	9794108	7.25
hs1	9801820	9805616	6.93
hs1	10162498	10166597	6.62
hs1	10294124	10298232	5.99
hs1	10318089	10321397	7.25
hs1	10321539	10325822	6.93
hs1	10326867	10334425	7.56
hs1	10334877	10348127	6.34
hs1	10348898	10359318	9.77
hs1	10360228	10367142	8.19
hs1	10381125	10390087	7.56
hs1	10394360	10410859	9.14
hs1	10412105	10415915	6.62
hs1	10419612	10427466	9.14
